TargetLoc	score	response
chrII:578221-578244(-)	-2.6060741924956	0.0687485172737071
chrII:578313-578336(+)	0.720028789726687	0.672613356730351
chrII:578306-578329(+)	1.01790972441446	0.734565239192094
chrII:578280-578303(+)	1.13419597613628	0.756612420122368
chrII:581664-581687(+)	-2.73941138439055	0.0606874483682964
chrII:581535-581558(-)	-0.983659764710768	0.272166210224241
chrII:581462-581485(+)	1.02080471520428	0.735129318591299
chrII:581463-581486(+)	-1.2466749773393	0.223276246821847
chrII:581465-581488(-)	0.0916465505410298	0.522895614683634
chrII:581494-581517(+)	2.69640555077622	0.936814210239641
chrII:581641-581664(+)	-1.59680534458249	0.168428585736003
chrII:581509-581532(-)	1.33522729861475	0.791703976754679
chrII:581517-581540(-)	0.640465671884555	0.654858718784868
chrII:581518-581541(-)	-0.552916374557395	0.365188052864259
chrII:582324-582347(+)	0.600068614871176	0.645672004070088
chrII:582173-582196(+)	-1.91189231875575	0.128768409206077
chrII:582213-582236(+)	1.00478799949229	0.731998914368829
chrII:582218-582241(-)	1.7542040513658	0.85248227151212
chrII:582219-582242(-)	1.54098940751029	0.823608509927776
chrII:583386-583409(-)	NA	NA
chrII:583385-583408(-)	NA	NA
chrII:582334-582357(+)	1.83725545097467	0.862623790998091
chrII:582412-582435(-)	0.332826688730984	0.582446994381266
chrII:582410-582433(+)	-3.20439583000036	0.0390006346308751
chrII:582409-582432(+)	-1.06744817736443	0.255888673102309
chrII:582392-582415(-)	-2.06976212441561	0.112070707577674
chrII:582369-582392(+)	-0.267464723968565	0.433529607159364
chrII:582350-582373(+)	2.33251258577519	0.911534160360655
chrII:583429-583452(+)	-3.63400933478129	0.025730539256202
chrII:583540-583563(+)	1.22897149525654	0.773638511190125
chrII:583615-583638(-)	-1.55747421723103	0.174009379207436
chrII:583611-583634(-)	-2.22348785647202	0.097661011128333
chrII:583424-583447(+)	-3.24726693423595	0.0374252204936293
chrII:583423-583446(+)	-1.82621000076225	0.138690389263206
chrII:583604-583627(-)	-0.124110391981784	0.469012168266656
chrII:583460-583483(-)	-0.787604241693747	0.312683316526518
chrII:583539-583562(+)	1.35504698389157	0.794953523504746
chrII:583535-583558(-)	0.190377718163927	0.547451198883857
chrII:586354-586377(-)	-1.23902790532579	0.224605238204172
chrII:586244-586267(+)	2.51252412003014	0.925015156756219
chrII:586229-586252(+)	0.470866959457513	0.615588933530431
chrII:586232-586255(+)	1.12890404974966	0.755636588653362
chrII:586260-586283(+)	-0.697332993401259	0.332403802532785
chrII:586261-586284(+)	-1.39420868529536	0.198736714142046
chrII:586335-586358(+)	-1.19460356504838	0.23243660306781
chrII:586371-586394(+)	-1.4341362764654	0.192455022452399
chrII:586329-586352(+)	-1.84034161388055	0.137010895513646
chrII:586278-586301(-)	-1.63948735018699	0.162534830996869
chrII:585841-585864(-)	NA	NA
chrII:585929-585952(-)	NA	NA
chrII:585963-585986(+)	NA	NA
chrII:585860-585883(-)	NA	NA
chrII:585863-585886(-)	NA	NA
chrII:585829-585852(+)	NA	NA
chrII:585867-585890(-)	NA	NA
chrII:585826-585849(-)	NA	NA
chrII:585947-585970(+)	NA	NA
chrII:585819-585842(-)	NA	NA
chrII:589364-589387(-)	-1.11518642357447	0.246905243776152
chrII:589241-589264(-)	-0.660840714684566	0.340550781950555
chrII:589152-589175(+)	-2.41556403888649	0.0819935343602133
chrII:589177-589200(+)	-0.889772497380413	0.291156778219309
chrII:589178-589201(+)	-1.91401680185698	0.128530257509131
chrII:589210-589233(-)	2.69038409180309	0.936456841043129
chrII:589220-589243(-)	0.951119789937413	0.721340321055478
chrII:589330-589353(-)	0.397814160418664	0.598162375561751
chrII:589242-589265(+)	-0.742414558408767	0.322476372126325
chrII:589315-589338(+)	-2.37340516457643	0.085223296614442
chrII:589453-589476(-)	NA	NA
chrII:589460-589483(+)	NA	NA
chrII:589568-589591(+)	-0.888202752124211	0.291480855498741
chrII:589670-589693(+)	0.557984247151538	0.635986005803412
chrII:589454-589477(-)	NA	NA
chrII:589443-589466(+)	NA	NA
chrII:589440-589463(-)	NA	NA
chrII:589423-589446(-)	NA	NA
chrII:589722-589745(+)	NA	NA
chrII:589721-589744(+)	NA	NA
chrII:592983-593006(+)	-1.23011257330622	0.226161723376389
chrII:592870-592893(+)	-1.20460831826031	0.230656436947593
chrII:592778-592801(+)	-1.13579599463831	0.243093057354391
chrII:592814-592837(+)	0.555368366637682	0.635380193888438
chrII:592815-592838(+)	1.26124702968639	0.779240702299041
chrII:592821-592844(-)	2.03546555384327	0.884470735180978
chrII:592982-593005(+)	-3.16214311818511	0.0406154628917078
chrII:592980-593003(-)	-0.68814676454056	0.334445461426401
chrII:592987-593010(+)	-0.260787566068988	0.435170116877637
chrII:592975-592998(-)	-2.47312301854257	0.0777639668951876
chrII:595245-595268(-)	-2.17927480731052	0.101627118174016
chrII:595098-595121(+)	0.823911577564677	0.69506602802568
chrII:595022-595045(+)	-2.44123925320647	0.0800815707111186
chrII:595036-595059(+)	0.530638259756807	0.629631963615748
chrII:595050-595073(+)	2.11515015350339	0.892366996419254
chrII:595056-595079(+)	0.842816496584408	0.699058070952432
chrII:595091-595114(+)	0.0630467015091546	0.515756456545722
chrII:595098-595121(-)	-0.18939934976283	0.452791201540246
chrII:595099-595122(+)	1.69487093518573	0.844863661723415
chrII:595198-595221(+)	-1.38439991176601	0.200303284172867
chrII:595768-595791(-)	-1.14067861475465	0.242195788298743
chrII:595701-595724(+)	-1.6797141003243	0.157133330426415
chrII:595588-595611(-)	-0.186907692574545	0.453408635062187
chrII:595767-595790(-)	-2.14924701512897	0.104401607674693
chrII:595761-595784(+)	-1.84506469356827	0.136453400539909
chrII:595592-595615(-)	-0.455864026879627	0.387967449083753
chrII:595757-595780(+)	-0.332112754161237	0.417726646499451
chrII:595755-595778(-)	-0.285457591197809	0.42911628583929
chrII:595754-595777(-)	0.17189891264689	0.54286921739437
chrII:595753-595776(-)	-0.0149596472359634	0.496260157936013
chrII:595821-595844(+)	-0.37103150530946	0.408291797052506
chrII:595920-595943(+)	-0.568424484036925	0.361600446358396
chrII:596024-596047(+)	-1.53832358835127	0.176779107862456
chrII:596013-596036(+)	-1.68239177416684	0.156779018251154
chrII:596012-596035(+)	-2.31060380699541	0.0902485576141477
chrII:596011-596034(+)	-1.51428407964959	0.1803047603969
chrII:595947-595970(+)	-0.676745897452037	0.336987971112616
chrII:596002-596025(-)	-0.142826859389682	0.464353861545159
chrII:595919-595942(+)	-0.165737808317737	0.458660135093911
chrII:595913-595936(-)	-0.93940396377284	0.281020754845278
chrII:597207-597230(+)	-0.554896242448105	0.36472919115215
chrII:597227-597250(+)	-0.440908794343696	0.391524443071263
chrII:597336-597359(+)	-0.836013610085031	0.302375027442464
chrII:597242-597265(+)	-1.11556374261542	0.24683509062526
chrII:597245-597268(+)	-0.797715631900437	0.310514379298282
chrII:597337-597360(+)	-0.887152027405447	0.291697898455509
chrII:597367-597390(-)	-2.59608213017459	0.0693909938176988
chrII:597258-597281(-)	-2.6924724704692	0.0634190023072055
chrII:597213-597236(-)	0.260649861452108	0.564796035426652
chrII:597212-597235(-)	-0.0950559829397739	0.476253881687491
chrII:600187-600210(-)	-3.13414243109927	0.0417206776411646
chrII:600101-600124(+)	-1.49537273714688	0.183116678062049
chrII:599957-599980(+)	-0.258543377293754	0.435721811974442
chrII:600176-600199(-)	-2.77866281150756	0.05848814742244
chrII:600170-600193(-)	-2.66763949522969	0.0649100965724937
chrII:600169-600192(-)	-4.42174962107554	0.0118705916110834
chrII:599962-599985(+)	-0.801410011623876	0.309723984534657
chrII:600158-600181(-)	-2.47163001892647	0.0778711074703783
chrII:599977-600000(+)	-1.06625761961316	0.256115432675074
chrII:600151-600174(-)	-3.97207962351238	0.0184860538004007
chrII:600211-600234(-)	NA	NA
chrII:600287-600310(-)	NA	NA
chrII:600361-600384(+)	-3.19357746147518	0.0394081309109488
chrII:600462-600485(+)	2.52520606406616	0.925890075680915
chrII:600229-600252(-)	NA	NA
chrII:600527-600550(+)	0.0895233422198512	0.52236590005704
chrII:600322-600345(-)	-1.36243907347328	0.20384417489263
chrII:600321-600344(-)	-1.73958666320721	0.149365443594738
chrII:600320-600343(-)	-1.68256255016591	0.156756443097042
chrII:600305-600328(-)	-1.42381426595145	0.194064323343327
chrII:602278-602301(-)	-0.493274164476588	0.379122562063142
chrII:602429-602452(-)	0.950825931412439	0.721281249163474
chrII:602509-602532(-)	-0.9888514647258	0.271138994552755
chrII:602475-602498(+)	-1.3400910662423	0.2074950831483
chrII:602435-602458(-)	3.60952077806127	0.973648387669729
chrII:602288-602311(-)	-1.8822186191364	0.132134246154121
chrII:602293-602316(+)	-1.08975049669449	0.251665264403794
chrII:602428-602451(-)	1.25371774269638	0.777942756711757
chrII:602313-602336(+)	-1.37066648961198	0.202512186349768
chrII:602331-602354(+)	-1.67720079558041	0.157466485570379
chrII:604241-604264(+)	0.242062165717012	0.560221774840727
chrII:604152-604175(+)	-1.00765888514443	0.267438260573214
chrII:604157-604180(+)	-0.917695170831586	0.285427751798717
chrII:604184-604207(-)	0.6686843256742	0.66120849514139
chrII:604203-604226(-)	1.32817506381905	0.790538608723723
chrII:604208-604231(-)	1.92599280559974	0.872805220296998
chrII:604218-604241(+)	2.44122598040193	0.919917451495661
chrII:604228-604251(-)	0.279032946083614	0.569309121860013
chrII:604268-604291(-)	-1.43253143721592	0.192704563398407
chrII:604406-604429(-)	0.992680806302104	0.729617106478694
chrII:604405-604428(-)	1.01634408211998	0.734259859503699
chrII:604269-604292(-)	-1.48600088111941	0.184522732160508
chrII:604270-604293(-)	-0.961211302005271	0.276635737591833
chrII:604288-604311(-)	-0.240765910342581	0.440097612810131
chrII:604312-604335(+)	-0.407884338661812	0.399419525380429
chrII:604337-604360(+)	-0.528460915008475	0.370875926652249
chrII:604340-604363(+)	-1.13838154365657	0.242617635440401
chrII:604347-604370(+)	-1.56997809445042	0.172219514565581
chrII:605680-605703(-)	NA	NA
chrII:605755-605778(-)	NA	NA
chrII:605772-605795(-)	NA	NA
chrII:605857-605880(-)	NA	NA
chrII:605787-605810(+)	NA	NA
chrII:605793-605816(-)	NA	NA
chrII:605743-605766(+)	NA	NA
chrII:605738-605761(+)	NA	NA
chrII:605724-605747(+)	NA	NA
chrII:605721-605744(-)	NA	NA
chrII:605981-606004(-)	NA	NA
chrII:606013-606036(-)	-1.51850251511814	0.179682137522891
chrII:606072-606095(-)	-0.987005051050274	0.271504041853277
chrII:606220-606243(-)	0.171031401097799	0.54265392580053
chrII:606251-606274(+)	NA	NA
chrII:606250-606273(+)	NA	NA
chrII:606245-606268(-)	-2.52390364472408	0.0741993428518039
chrII:606212-606235(+)	1.45613826669409	0.810941322050738
chrII:606192-606215(+)	1.4812072808718	0.814754864100181
chrII:605996-606019(+)	NA	NA
chrII:606810-606833(+)	NA	NA
chrII:606876-606899(+)	NA	NA
chrII:607002-607025(+)	NA	NA
chrII:607098-607121(-)	NA	NA
chrII:607132-607155(+)	NA	NA
chrII:607119-607142(-)	NA	NA
chrII:606813-606836(-)	NA	NA
chrII:606819-606842(+)	NA	NA
chrII:607113-607136(-)	NA	NA
chrII:607112-607135(-)	NA	NA
chrII:607247-607270(-)	NA	NA
chrII:607365-607388(-)	1.45853220770547	0.811308077121555
chrII:607419-607442(+)	1.02460763904166	0.735869139453595
chrII:607413-607436(-)	-0.50081839293362	0.377348362704327
chrII:607406-607429(-)	-0.71703090893569	0.328047131788396
chrII:607399-607422(-)	1.75303962398798	0.852335777383205
chrII:607354-607377(+)	-0.475114511082058	0.383406424017502
chrII:607353-607376(+)	0.0888802068239979	0.522205435623299
chrII:607330-607353(-)	0.204796917279877	0.551021027801884
chrII:607257-607280(+)	NA	NA
chrII:609982-610005(-)	-1.01072371204908	0.266838243034762
chrII:609773-609796(+)	-2.51635335650069	0.0747196711846797
chrII:609987-610010(-)	-1.99513445349892	0.119714720437423
chrII:609774-609797(+)	-1.95516731579682	0.123991007248422
chrII:609775-609798(+)	-2.04374573361921	0.114685867151784
chrII:609756-609779(-)	-2.18328066212199	0.101261970646656
chrII:609875-609898(-)	1.19092649256207	0.76690672573401
chrII:609920-609943(-)	-0.0321840966374705	0.491954670285465
chrII:609936-609959(+)	-1.92192689600122	0.127646846428003
chrII:609897-609920(+)	0.488683818874607	0.619796324727466
chrII:609969-609992(-)	-0.980853403446472	0.27272248258469
chrII:609834-609857(-)	1.71727505203175	0.847777512781879
chrII:612118-612141(-)	-2.75193418554457	0.0599775075386649
chrII:612040-612063(+)	-1.43647598894749	0.192091655127065
chrII:611898-611921(+)	-2.17017807602935	0.102460655973245
chrII:611922-611945(-)	0.902991688727551	0.711563907371818
chrII:611930-611953(-)	0.505751968875653	0.623810110051216
chrII:611933-611956(-)	0.934322107685349	0.717951324157727
chrII:611952-611975(+)	0.763660650797039	0.68214797253683
chrII:611955-611978(-)	2.23403446862045	0.903264455914182
chrII:612093-612116(-)	-0.929507543139391	0.283024634007188
chrII:614080-614103(-)	-1.97579429866627	0.121767882578155
chrII:614051-614074(+)	1.85417310447419	0.864616329141286
chrII:613924-613947(+)	-1.44145790296688	0.19131968545615
chrII:614092-614115(-)	-2.38433598035795	0.0843749816636937
chrII:614050-614073(+)	0.987874920682307	0.728667975109552
chrII:614036-614059(+)	1.06177389614889	0.743029393195898
chrII:614035-614058(+)	0.674736562804123	0.662562942172062
chrII:614027-614050(+)	0.147229797467231	0.536741104771952
chrII:614018-614041(-)	-0.978821436417538	0.27312569901781
chrII:613994-614017(+)	1.25097828690842	0.777469161380527
chrII:614466-614489(+)	NA	NA
chrII:614424-614447(-)	NA	NA
chrII:614286-614309(+)	-2.3434003438365	0.087591779825501
chrII:614270-614293(-)	1.33933116838429	0.792379930808953
chrII:614482-614505(-)	NA	NA
chrII:614451-614474(+)	NA	NA
chrII:614492-614515(+)	NA	NA
chrII:614450-614473(-)	NA	NA
chrII:614493-614516(+)	NA	NA
chrII:614494-614517(+)	NA	NA
chrII:614964-614987(-)	NA	NA
chrII:614846-614869(-)	-2.63344739570025	0.0670165789303872
chrII:614737-614760(-)	-1.78402671608817	0.143806628048245
chrII:614688-614711(-)	1.23853242785357	0.775308458791947
chrII:614713-614736(+)	1.47400505432011	0.813665371443908
chrII:614677-614700(-)	1.68010764227379	0.842918784199706
chrII:614718-614741(-)	-0.190359761354151	0.452553249890532
chrII:614667-614690(-)	0.774134009053334	0.684414483693109
chrII:614664-614687(-)	0.152396816494351	0.538025637808197
chrII:614649-614672(+)	-0.683166555138819	0.335554927134595
chrII:616054-616077(+)	-2.56993882819714	0.0710983439702692
chrII:616006-616029(+)	-0.260833157759318	0.435158910606121
chrII:615874-615897(-)	-1.9767836112863	0.121662124608373
chrII:616048-616071(+)	-1.64904393766697	0.161238206000715
chrII:615883-615906(+)	-1.74150743581973	0.149121563372748
chrII:615887-615910(+)	-1.86784054134598	0.133791787681918
chrII:616020-616043(-)	-1.48188595447748	0.185142725996634
chrII:616017-616040(-)	0.149666135636945	0.537346845958299
chrII:615922-615945(-)	1.81667624045705	0.860166824086077
chrII:615973-615996(+)	1.05856756614611	0.742416710183447
chrII:618575-618598(-)	0.0399650607574165	0.509989935559263
chrII:618586-618609(-)	0.401845641420466	0.599131014417197
chrII:618590-618613(-)	0.268551813543482	0.566737342816329
chrII:618591-618614(-)	1.45653617497719	0.811002320007979
chrII:618598-618621(-)	0.395778071898824	0.597672875213381
chrII:618619-618642(-)	1.93523725234393	0.873827972198339
chrII:618731-618754(-)	0.780288536174962	0.685742296758174
chrII:618806-618829(+)	-1.18086702035342	0.234896339481726
chrII:618796-618819(+)	-0.708823159664066	0.329858931012948
chrII:618792-618815(-)	-1.69782875624064	0.154749054795515
chrII:618719-618742(+)	-0.259013402582419	0.43560625114242
chrII:620604-620627(-)	-3.53996636491364	0.0281962095966856
chrII:620676-620699(+)	-1.89639968623059	0.130516501748593
chrII:620812-620835(-)	-0.00513163977169506	0.498717092872385
chrII:620811-620834(-)	-1.77954324251784	0.144359543549174
chrII:620797-620820(+)	-0.397070461438499	0.402016396052673
chrII:620611-620634(-)	-3.76359954532142	0.0226740405965727
chrII:620773-620796(-)	1.04391861902511	0.739605398283467
chrII:620639-620662(+)	-2.05032993918639	0.114019047005982
chrII:620640-620663(+)	-2.05908432353421	0.113137674255567
chrII:620758-620781(-)	1.57936393721698	0.829114417113331
chrII:622632-622655(+)	NA	NA
chrII:622726-622749(+)	-3.3836810717473	0.032809382516168
chrII:622840-622863(-)	-2.69826181988017	0.0630760000354602
chrII:622884-622907(+)	-0.0104832067927158	0.497379222303214
chrII:622632-622655(-)	NA	NA
chrII:622633-622656(-)	NA	NA
chrII:622658-622681(-)	NA	NA
chrII:622667-622690(-)	NA	NA
chrII:622878-622901(-)	0.209018745941239	0.552065268451287
chrII:622680-622703(+)	NA	NA
chrII:624916-624939(-)	-2.60735741895865	0.0686664077956137
chrII:624858-624881(+)	-2.07272209214638	0.111776496676019
chrII:624802-624825(+)	2.64680497111522	0.933813793347263
chrII:624879-624902(+)	-1.62847074005739	0.164039962216168
chrII:624854-624877(-)	-1.35569573815504	0.204940748216054
chrII:624853-624876(-)	-1.70142079152607	0.154279792630704
chrII:624842-624865(-)	-0.0524379303262336	0.486893520561262
chrII:624828-624851(-)	-1.8279843640205	0.138478567905295
chrII:624819-624842(+)	0.00675174038742829	0.501687928684702
chrII:624929-624952(-)	-2.10337389816734	0.108769328389495
chrII:623262-623285(+)	-1.94885993733812	0.124677723632896
chrII:623365-623388(+)	1.2265222951312	0.773209315020239
chrII:623415-623438(+)	1.32950920658912	0.790759440213847
chrII:623407-623430(-)	0.739025421156075	0.676782705927764
chrII:623406-623429(-)	0.514939933184879	0.625963794242031
chrII:623389-623412(-)	0.8473438310086	0.700009653741734
chrII:623388-623411(-)	0.864457933010934	0.703591202069218
chrII:623271-623294(-)	-1.63669723558301	0.162914971431928
chrII:623274-623297(+)	-0.377905026239943	0.406632278467364
chrII:623378-623401(-)	1.20311026024688	0.769077619341716
chrII:625532-625555(+)	-2.29016402473987	0.0919408549605297
chrII:625561-625584(-)	-2.65472438471734	0.0656984209631245
chrII:625682-625705(+)	-0.837761530393293	0.302006440909526
chrII:625516-625539(-)	-0.738717118041935	0.323284738398635
chrII:625545-625568(-)	-3.32046064093575	0.0348759002326193
chrII:625546-625569(-)	-0.916451418827495	0.285681493587701
chrII:625548-625571(+)	-1.12983607364223	0.244191354202572
chrII:625574-625597(+)	-0.952036817487477	0.278475386066613
chrII:625682-625705(-)	-0.432619203133546	0.393501063791913
chrII:625498-625521(-)	0.463830787671279	0.613922551078871
chrII:628787-628810(+)	-0.468190574823336	0.385044599596054
chrII:628813-628836(-)	-3.53519281857308	0.0283273054173347
chrII:628964-628987(+)	-0.259069785431896	0.435592389274963
chrII:628788-628811(+)	-0.506205444680378	0.376083478278819
chrII:628789-628812(+)	-0.487264431904992	0.380538208993321
chrII:628779-628802(-)	-0.549788335485176	0.36591351816855
chrII:628778-628801(+)	-2.62601877333893	0.0674825528445256
chrII:628778-628801(-)	-0.5022057700591	0.377022444837276
chrII:628793-628816(-)	-0.548882414530216	0.366123736208376
chrII:628772-628795(-)	-2.54231081125531	0.0729447532540038
chrII:633632-633655(-)	-3.03171240452578	0.0460136002672924
chrII:633554-633577(+)	2.21230101983077	0.901348720713575
chrII:633435-633458(-)	0.39793219580937	0.598190746709116
chrII:633608-633631(-)	NA	NA
chrII:633566-633589(+)	1.39991939721234	0.802171097801948
chrII:633549-633572(+)	0.835355881621918	0.697486210409311
chrII:633436-633459(+)	0.661512329673315	0.659600030465529
chrII:633450-633473(-)	1.60262052574036	0.832384321151555
chrII:633528-633551(+)	2.21355911883092	0.901460533402654
chrII:633322-633345(-)	NA	NA
chrII:633371-633394(-)	-2.64992182051626	0.0659938282049918
chrII:633577-633600(-)	0.922532860544536	0.715557912274395
chrII:633380-633403(+)	-1.97233284314831	0.12213853714538
chrII:633383-633406(-)	-2.84807604191573	0.0547808543043454
chrII:633342-633365(-)	NA	NA
chrII:633387-633410(+)	-4.26868071623382	0.0138069407640998
chrII:633318-633341(+)	NA	NA
chrII:633310-633333(+)	NA	NA
chrII:634311-634334(+)	NA	NA
chrII:634325-634348(+)	NA	NA
chrII:634436-634459(-)	NA	NA
chrII:634488-634511(+)	NA	NA
chrII:634443-634466(+)	NA	NA
chrII:634471-634494(+)	NA	NA
chrII:634413-634436(-)	NA	NA
chrII:634495-634518(-)	NA	NA
chrII:634507-634530(+)	NA	NA
chrII:634261-634284(-)	NA	NA
chrII:634927-634950(-)	-0.996477920822225	0.269634467455213
chrII:635021-635044(-)	-1.41950030500314	0.194739931954897
chrII:635102-635125(+)	-0.867391672655078	0.295797330360026
chrII:635078-635101(-)	-0.723349066066844	0.326655922514665
chrII:635017-635040(-)	-0.638996584181959	0.345473398118505
chrII:634930-634953(-)	-0.388106824334754	0.404173127154932
chrII:634934-634957(+)	-1.26624095037563	0.219901418441856
chrII:634935-634958(+)	-2.26912056497436	0.0937128766519788
chrII:634946-634969(+)	-0.422195978105811	0.395991391459112
chrII:634947-634970(+)	-0.27602189680425	0.431429329670558
chrII:642483-642506(+)	NA	NA
chrII:642464-642487(-)	NA	NA
chrII:642387-642410(-)	-2.39681070464696	0.0834162197378664
chrII:642273-642296(+)	1.02541210823441	0.73602547103857
chrII:642518-642541(+)	NA	NA
chrII:642425-642448(-)	-0.717825129647449	0.327872083876028
chrII:642358-642381(-)	-3.79659341590276	0.0219542991614883
chrII:642348-642371(-)	-1.70205538646523	0.154197010409838
chrII:642311-642334(-)	0.258623743210484	0.564297947355968
chrII:642556-642579(+)	NA	NA
chrII:642557-642580(+)	NA	NA
chrII:642558-642581(+)	NA	NA
chrII:642566-642589(-)	NA	NA
chrII:642565-642588(-)	NA	NA
chrII:645375-645398(+)	-1.92954130210212	0.126801359732616
chrII:645497-645520(+)	-0.798694557880202	0.310304834830942
chrII:645389-645412(+)	-0.162164435785593	0.459547501528893
chrII:645390-645413(+)	-1.27264221607579	0.218805283792518
chrII:645413-645436(-)	-0.0297383719858882	0.49256595486647
chrII:645460-645483(-)	0.675872837414799	0.662816935880858
chrII:647462-647485(-)	NA	NA
chrII:647240-647263(-)	-2.16008235347317	0.103392816816095
chrII:647168-647191(+)	1.20116653709267	0.768732238954885
chrII:647128-647151(-)	NA	NA
chrII:647450-647473(-)	NA	NA
chrII:647241-647264(-)	-1.72876464889949	0.150745662907776
chrII:647246-647269(-)	-1.89731638337791	0.130412508404073
chrII:647282-647305(+)	-1.79873309539663	0.142005354348802
chrII:647288-647311(-)	-1.38050420558032	0.200928034332507
chrII:647420-647443(-)	0.00628747568534305	0.50157186374305
chrII:647402-647425(-)	1.46416890655897	0.81216947021339
chrII:647401-647424(-)	1.96527046233322	0.877102206337487
chrII:647400-647423(-)	1.85750597843293	0.865005984599732
chrII:647388-647411(-)	1.96492799865434	0.877065286065374
chrII:650103-650126(-)	-2.54899248094441	0.0724942005531361
chrII:650224-650247(+)	2.27809230360127	0.907046327579105
chrII:650300-650323(-)	-1.5174181733576	0.179842021184764
chrII:650272-650295(+)	-1.11410700533542	0.247106008918231
chrII:650124-650147(+)	-1.27928873929041	0.217671320208104
chrII:650162-650185(+)	-1.7339770063256	0.150079583635319
chrII:650213-650236(-)	1.15456692707863	0.76034409592657
chrII:650173-650196(-)	-1.03844934678383	0.261449304296538
chrII:650204-650227(+)	-0.173035962365339	0.456848623595732
chrII:650203-650226(+)	0.0036708153492398	0.500917702806815
chrII:651139-651162(-)	-0.335000238824426	0.417024487736984
chrII:651260-651283(+)	0.118610972592347	0.529618027696941
chrII:651325-651348(+)	0.453027384674157	0.611358780220803
chrII:651315-651338(+)	-0.891971563701531	0.290703133520713
chrII:651303-651326(-)	-0.0201619965230982	0.494959671611757
chrII:651264-651287(+)	0.852298032969524	0.701048985035509
chrII:651142-651165(+)	-3.21209071642803	0.038713254332943
chrII:651259-651282(+)	0.779253050052057	0.68551910679964
chrII:651258-651281(+)	-1.1567805135996	0.239252774716586
chrII:651149-651172(-)	-2.8541200911706	0.0544687348047278
chrII:653230-653253(+)	1.62212554766657	0.835088060242719
chrII:653326-653349(-)	-1.03604080675927	0.261914645018419
chrII:653262-653285(+)	3.38741140595806	0.967308785828665
chrII:653206-653229(+)	-3.35413922902844	0.0337598809950719
chrII:657817-657840(+)	-2.3931477896387	0.0836967064092423
chrII:657608-657631(+)	-1.87555407735997	0.132900376516684
chrII:657820-657843(-)	-3.33081409949623	0.0345290805087508
chrII:657791-657814(-)	-1.21630193459217	0.228587896076341
chrII:657790-657813(-)	-3.15404992732615	0.0409319960356352
chrII:657609-657632(+)	-0.639667052867837	0.345321806425273
chrII:657652-657675(+)	0.268490518618536	0.566722292023336
chrII:657738-657761(-)	0.96821528759834	0.724763623865089
chrII:657571-657594(+)	-3.71417488318045	0.0237955167901941
chrII:657712-657735(+)	0.282292859195517	0.57010825904999
chrII:657596-657619(-)	-2.09239985123915	0.10983771297649
chrII:657569-657592(-)	-2.00946876018694	0.118212342052456
chrII:657542-657565(-)	-2.11926319466112	0.107238590695368
chrII:657539-657562(-)	-1.71752060005201	0.152190801755249
chrII:657739-657762(-)	2.77035510812213	0.941052688365297
chrII:662448-662471(+)	-1.15184158205821	0.24015287134114
chrII:662393-662416(+)	-1.10737504107732	0.248360585858629
chrII:662353-662376(+)	0.16756869873114	0.541794424014234
chrII:662419-662442(-)	-2.466031512256	0.0782740718175495
chrII:662422-662445(+)	0.721949013333496	0.673036058620372
chrII:662366-662389(+)	1.45652693681056	0.811000904000299
chrII:662365-662388(+)	0.737225794132467	0.676388916165613
chrII:662364-662387(+)	1.07690361872509	0.745907574826103
chrII:662348-662371(-)	1.8129096546777	0.859713164782754
chrII:662461-662484(+)	-0.307371833936911	0.423756373675712
chrII:663582-663605(+)	NA	NA
chrII:663493-663516(+)	-1.60674838174784	0.167040547557983
chrII:663405-663428(+)	-0.0249438446737701	0.493764362143631
chrII:663324-663347(+)	-0.890790638950127	0.290946694260353
chrII:663300-663323(+)	NA	NA
chrII:663301-663324(+)	0.0266048854128738	0.506650829058734
chrII:663302-663325(+)	-0.417498154499063	0.397115574512678
chrII:663320-663343(+)	-0.0645122104283286	0.483877538577417
chrII:663344-663367(+)	0.0510587755142407	0.512761921473114
chrII:663360-663383(+)	1.17993276367167	0.764935714277637
chrII:665002-665025(-)	NA	NA
chrII:664888-664911(-)	-3.61070820664772	0.0263211633605725
chrII:664840-664863(-)	-3.29832698108421	0.0356286282750112
chrII:664696-664719(-)	-1.87119440431667	0.133403580484447
chrII:664673-664696(-)	NA	NA
chrII:664678-664701(-)	-1.27929769362595	0.217669795373533
chrII:664687-664710(+)	0.0947909567256118	0.523680010785805
chrII:664694-664717(-)	-1.60343154978351	0.16750255473745
chrII:664695-664718(-)	0.1020735555472	0.525496255583232
chrII:664697-664720(-)	-1.04904168302983	0.259409166436899
chrII:666649-666672(+)	-1.6987727101374	0.15462562417634
chrII:666539-666562(+)	0.264271878346111	0.565686122647565
chrII:666648-666671(+)	-1.48178556335954	0.185157871971037
chrII:666635-666658(+)	-2.74218573108481	0.060529490793011
chrII:666602-666625(+)	-0.717588304087909	0.327924275720934
chrII:666585-666608(+)	-0.73172080322461	0.324817222643548
chrII:666544-666567(-)	0.701796855495266	0.668586037696282
chrII:666545-666568(-)	0.379015569959572	0.593635648454175
chrII:666582-666605(-)	-2.01138251677533	0.118013001249535
chrII:666225-666248(-)	NA	NA
chrII:666301-666324(+)	-1.8046336179857	0.141287953145696
chrII:666370-666393(+)	-1.70789815763897	0.15343653315297
chrII:666441-666464(-)	-0.355266249008115	0.412105954626562
chrII:666223-666246(+)	NA	NA
chrII:666215-666238(+)	NA	NA
