 ,Area,Mean,Min,Max,SUM_Nup133_TET_01_R3D_D3D.tifnuclei.csv
1,1.214,59296.830,38823,76891,SUM_Nup133_UN_04_R3D_D3D.tifnuclei.csv
2,1.277,72470.924,38965,108180,SUM_Nup133_UN_04_R3D_D3D.tifnuclei.csv
3,1.680,61156.507,39257,81637,SUM_Nup133_UN_04_R3D_D3D.tifnuclei.csv
4,0.995,98165.139,39178,163653,SUM_Nup133_UN_04_R3D_D3D.tifnuclei.csv
5,0.911,61722.032,39284,81295,SUM_Nup133_UN_04_R3D_D3D.tifnuclei.csv
6,2.213,87194.004,38980,141240,SUM_Nup133_UN_04_R3D_D3D.tifnuclei.csv
7,1.205,72594.753,39193,117796,SUM_Nup133_UN_04_R3D_D3D.tifnuclei.csv
8,1.151,60436.007,38927,83363,SUM_Nup133_UN_04_R3D_D3D.tifnuclei.csv
9,1.285,60175.314,38835,91738,SUM_Nup133_UN_04_R3D_D3D.tifnuclei.csv
10,1.545,72135.524,39193,105843,SUM_Nup133_UN_04_R3D_D3D.tifnuclei.csv
11,1.142,50583.184,38826,62693,SUM_Nup133_UN_04_R3D_D3D.tifnuclei.csv
12,2.356,72610.888,38904,113969,SUM_Nup133_UN_04_R3D_D3D.tifnuclei.csv
13,2.595,81382.183,38886,140490,SUM_Nup133_UN_04_R3D_D3D.tifnuclei.csv
14,2.650,84409.477,38914,152248,SUM_Nup133_UN_04_R3D_D3D.tifnuclei.csv
15,1.260,62400.677,38893,95194,SUM_Nup133_UN_04_R3D_D3D.tifnuclei.csv
16,1.650,61854.712,38934,90368,SUM_Nup133_UN_04_R3D_D3D.tifnuclei.csv
17,1.335,63463.682,38873,91801,SUM_Nup133_UN_04_R3D_D3D.tifnuclei.csv
18,1.104,83440.722,39196,149837,SUM_Nup133_UN_04_R3D_D3D.tifnuclei.csv
19,1.314,70319.725,38870,102790,SUM_Nup133_UN_04_R3D_D3D.tifnuclei.csv
20,2.393,92081.446,39132,165531,SUM_Nup133_UN_04_R3D_D3D.tifnuclei.csv
21,1.197,78493.751,38877,139981,SUM_Nup133_UN_04_R3D_D3D.tifnuclei.csv
22,1.419,68876.089,38869,106483,SUM_Nup133_UN_04_R3D_D3D.tifnuclei.csv
23,1.625,66725.537,38899,113343,SUM_Nup133_UN_04_R3D_D3D.tifnuclei.csv
24,0.974,69938.435,38953,112536,SUM_Nup133_UN_04_R3D_D3D.tifnuclei.csv
25,1.386,62971.967,38881,108538,SUM_Nup133_UN_04_R3D_D3D.tifnuclei.csv
26,1.134,67806.785,39891,101170,SUM_Nup133_UN_04_R3D_D3D.tifnuclei.csv
27,1.344,57640.878,38913,101823,SUM_Nup133_UN_04_R3D_D3D.tifnuclei.csv
 ,Area,Mean,Min,Max,SUM_Nup133_UN_05_R3D_D3D.tifnuclei.csv
1,1.167,52113.540,42728,74886,SUM_Nup133_UN_05_R3D_D3D.tifnuclei.csv
2,1.050,74853.068,42992,117581,SUM_Nup133_UN_05_R3D_D3D.tifnuclei.csv
3,1.348,56054.296,43040,69990,SUM_Nup133_UN_05_R3D_D3D.tifnuclei.csv
4,1.423,85724.419,42777,135912,SUM_Nup133_UN_05_R3D_D3D.tifnuclei.csv
5,1.247,70274.081,42915,98464,SUM_Nup133_UN_05_R3D_D3D.tifnuclei.csv
6,1.747,91070.151,42746,146624,SUM_Nup133_UN_05_R3D_D3D.tifnuclei.csv
7,0.945,60483.818,42872,77758,SUM_Nup133_UN_05_R3D_D3D.tifnuclei.csv
8,1.025,77803.049,43034,112947,SUM_Nup133_UN_05_R3D_D3D.tifnuclei.csv
9,1.533,72872.063,42813,114658,SUM_Nup133_UN_05_R3D_D3D.tifnuclei.csv
10,1.083,58885.864,42940,76840,SUM_Nup133_UN_05_R3D_D3D.tifnuclei.csv
11,0.516,52210.366,42735,68633,SUM_Nup133_UN_05_R3D_D3D.tifnuclei.csv
12,1.360,53099.870,42740,77606,SUM_Nup133_UN_05_R3D_D3D.tifnuclei.csv
13,2.091,91849.675,42893,148641,SUM_Nup133_UN_05_R3D_D3D.tifnuclei.csv
14,1.940,98810.225,42724,184687,SUM_Nup133_UN_05_R3D_D3D.tifnuclei.csv
15,2.360,99405.267,42742,190227,SUM_Nup133_UN_05_R3D_D3D.tifnuclei.csv
16,0.693,107071.115,42958,213591,SUM_Nup133_UN_05_R3D_D3D.tifnuclei.csv
17,1.852,97091.855,42878,177305,SUM_Nup133_UN_05_R3D_D3D.tifnuclei.csv
18,1.020,59671.872,42733,78086,SUM_Nup133_UN_05_R3D_D3D.tifnuclei.csv
19,1.713,87579.159,43015,136648,SUM_Nup133_UN_05_R3D_D3D.tifnuclei.csv
20,2.280,91693.917,43427,144096,SUM_Nup133_UN_05_R3D_D3D.tifnuclei.csv
21,1.113,68271.826,42904,100479,SUM_Nup133_UN_05_R3D_D3D.tifnuclei.csv
22,1.940,95594.580,42750,166950,SUM_Nup133_UN_05_R3D_D3D.tifnuclei.csv
23,1.407,65661.027,42796,89169,SUM_Nup133_UN_05_R3D_D3D.tifnuclei.csv
24,1.927,97443.318,42809,164524,SUM_Nup133_UN_05_R3D_D3D.tifnuclei.csv
25,0.878,60668.220,43060,75568,SUM_Nup133_UN_05_R3D_D3D.tifnuclei.csv
26,0.987,78007.630,42734,121424,SUM_Nup133_UN_05_R3D_D3D.tifnuclei.csv
27,2.477,69345.225,39720,127714,SUM_Nup133_UN_05_R3D_D3D.tifnuclei.csv
 ,Area,Mean,Min,Max,SUM_Nup133_UN_06_R3D_D3D.tifnuclei.csv
1,1.235,52140.418,35313,77870,SUM_Nup133_UN_06_R3D_D3D.tifnuclei.csv
2,1.449,57967.052,35778,77442,SUM_Nup133_UN_06_R3D_D3D.tifnuclei.csv
3,1.407,55084.543,35474,83907,SUM_Nup133_UN_06_R3D_D3D.tifnuclei.csv
4,1.419,61121.322,35390,98238,SUM_Nup133_UN_06_R3D_D3D.tifnuclei.csv
5,1.415,50668.187,35370,69091,SUM_Nup133_UN_06_R3D_D3D.tifnuclei.csv
6,1.419,71082.021,35324,114808,SUM_Nup133_UN_06_R3D_D3D.tifnuclei.csv
7,1.491,56456.811,35335,80457,SUM_Nup133_UN_06_R3D_D3D.tifnuclei.csv
8,1.331,60480.252,35567,84952,SUM_Nup133_UN_06_R3D_D3D.tifnuclei.csv
9,2.070,53840.578,35365,85056,SUM_Nup133_UN_06_R3D_D3D.tifnuclei.csv
10,1.310,55863.292,35450,80324,SUM_Nup133_UN_06_R3D_D3D.tifnuclei.csv
11,1.625,56012.553,35396,98554,SUM_Nup133_UN_06_R3D_D3D.tifnuclei.csv
12,1.386,68512.964,35337,103181,SUM_Nup133_UN_06_R3D_D3D.tifnuclei.csv
13,1.377,58556.979,35348,78137,SUM_Nup133_UN_06_R3D_D3D.tifnuclei.csv
14,1.058,55874.056,35350,75001,SUM_Nup133_UN_06_R3D_D3D.tifnuclei.csv
15,1.478,65537.062,35400,102937,SUM_Nup133_UN_06_R3D_D3D.tifnuclei.csv
16,1.197,51963.446,35368,72397,SUM_Nup133_UN_06_R3D_D3D.tifnuclei.csv
17,1.419,73539.027,35646,138482,SUM_Nup133_UN_06_R3D_D3D.tifnuclei.csv
18,1.881,63851.089,35478,97852,SUM_Nup133_UN_06_R3D_D3D.tifnuclei.csv
19,1.587,61166.865,35483,93256,SUM_Nup133_UN_06_R3D_D3D.tifnuclei.csv
20,2.393,91856.993,35335,179308,SUM_Nup133_UN_06_R3D_D3D.tifnuclei.csv
21,2.230,75349.424,35451,136175,SUM_Nup133_UN_06_R3D_D3D.tifnuclei.csv
22,1.680,60301.308,35329,94995,SUM_Nup133_UN_06_R3D_D3D.tifnuclei.csv
23,2.469,77915.993,35352,135839,SUM_Nup133_UN_06_R3D_D3D.tifnuclei.csv
24,2.007,81782.789,35366,141765,SUM_Nup133_UN_06_R3D_D3D.tifnuclei.csv
25,1.419,72899.027,35408,148499,SUM_Nup133_UN_06_R3D_D3D.tifnuclei.csv
26,1.381,53122.565,35761,83313,SUM_Nup133_UN_06_R3D_D3D.tifnuclei.csv
27,1.671,75117.093,35344,118047,SUM_Nup133_UN_06_R3D_D3D.tifnuclei.csv
28,1.394,66077.633,35491,99319,SUM_Nup133_UN_06_R3D_D3D.tifnuclei.csv
29,1.507,66312.262,35315,121351,SUM_Nup133_UN_06_R3D_D3D.tifnuclei.csv
30,1.285,54070.062,35442,74245,SUM_Nup133_UN_06_R3D_D3D.tifnuclei.csv
31,2.070,63494.049,35373,115952,SUM_Nup133_UN_06_R3D_D3D.tifnuclei.csv
32,1.520,52310.522,35393,74104,SUM_Nup133_UN_06_R3D_D3D.tifnuclei.csv
33,1.810,71373.206,35335,116333,SUM_Nup133_UN_06_R3D_D3D.tifnuclei.csv
34,1.621,56969.104,35314,87679,SUM_Nup133_UN_06_R3D_D3D.tifnuclei.csv
35,1.743,49793.007,35450,71527,SUM_Nup133_UN_06_R3D_D3D.tifnuclei.csv
36,1.222,65626.134,35362,112111,SUM_Nup133_UN_06_R3D_D3D.tifnuclei.csv
 ,Area,Mean,Min,Max,SUM_Nup133_UN_07_R3D_D3D.tifnuclei.csv
1,1.323,55997.098,41733,85274,SUM_Nup133_UN_07_R3D_D3D.tifnuclei.csv
2,1.251,65501.493,41796,95910,SUM_Nup133_UN_07_R3D_D3D.tifnuclei.csv
3,1.591,65930.433,41756,88287,SUM_Nup133_UN_07_R3D_D3D.tifnuclei.csv
4,1.344,93701.031,41807,146976,SUM_Nup133_UN_07_R3D_D3D.tifnuclei.csv
5,1.083,61258.240,42186,79909,SUM_Nup133_UN_07_R3D_D3D.tifnuclei.csv
6,1.327,64753.187,41795,97338,SUM_Nup133_UN_07_R3D_D3D.tifnuclei.csv
7,1.230,78201.631,41974,119317,SUM_Nup133_UN_07_R3D_D3D.tifnuclei.csv
8,1.260,68581.207,42169,95312,SUM_Nup133_UN_07_R3D_D3D.tifnuclei.csv
9,1.235,58461.871,42075,72315,SUM_Nup133_UN_07_R3D_D3D.tifnuclei.csv
10,1.717,61257.998,42001,105927,SUM_Nup133_UN_07_R3D_D3D.tifnuclei.csv
11,1.033,66601.667,41807,103512,SUM_Nup133_UN_07_R3D_D3D.tifnuclei.csv
12,1.235,64226.956,41827,94878,SUM_Nup133_UN_07_R3D_D3D.tifnuclei.csv
13,1.373,71248.159,41746,100118,SUM_Nup133_UN_07_R3D_D3D.tifnuclei.csv
14,1.680,67074.712,41897,103378,SUM_Nup133_UN_07_R3D_D3D.tifnuclei.csv
15,1.520,80208.961,41824,123409,SUM_Nup133_UN_07_R3D_D3D.tifnuclei.csv
16,0.978,55826.755,41781,74507,SUM_Nup133_UN_07_R3D_D3D.tifnuclei.csv
17,1.243,106509.750,41847,254425,SUM_Nup133_UN_07_R3D_D3D.tifnuclei.csv
18,2.339,82940.070,42107,143597,SUM_Nup133_UN_07_R3D_D3D.tifnuclei.csv
19,1.835,81422.730,42092,139072,SUM_Nup133_UN_07_R3D_D3D.tifnuclei.csv
20,1.096,69502.092,41943,97949,SUM_Nup133_UN_07_R3D_D3D.tifnuclei.csv
21,0.840,58115.855,41755,84920,SUM_Nup133_UN_07_R3D_D3D.tifnuclei.csv
22,1.911,87033.141,41778,151001,SUM_Nup133_UN_07_R3D_D3D.tifnuclei.csv
23,1.654,82052.081,42174,134316,SUM_Nup133_UN_07_R3D_D3D.tifnuclei.csv
24,1.083,71619.295,41804,114808,SUM_Nup133_UN_07_R3D_D3D.tifnuclei.csv
25,1.239,75448.417,41970,118490,SUM_Nup133_UN_07_R3D_D3D.tifnuclei.csv
26,1.432,75308.323,41899,130194,SUM_Nup133_UN_07_R3D_D3D.tifnuclei.csv
27,0.957,65677.412,42084,92748,SUM_Nup133_UN_07_R3D_D3D.tifnuclei.csv
28,2.142,98879.053,41737,148099,SUM_Nup133_UN_07_R3D_D3D.tifnuclei.csv
29,1.940,100931.881,41838,179856,SUM_Nup133_UN_07_R3D_D3D.tifnuclei.csv
30,2.045,76910.867,41955,114973,SUM_Nup133_UN_07_R3D_D3D.tifnuclei.csv
31,1.444,71270.962,42174,108434,SUM_Nup133_UN_07_R3D_D3D.tifnuclei.csv
32,2.326,83125.014,41892,131164,SUM_Nup133_UN_07_R3D_D3D.tifnuclei.csv
33,1.130,60716.900,41802,80162,SUM_Nup133_UN_07_R3D_D3D.tifnuclei.csv
34,1.159,72189.678,41925,102265,SUM_Nup133_UN_07_R3D_D3D.tifnuclei.csv
35,1.054,80927.450,42060,123030,SUM_Nup133_UN_07_R3D_D3D.tifnuclei.csv
36,1.381,77328.082,41985,119846,SUM_Nup133_UN_07_R3D_D3D.tifnuclei.csv
37,1.146,87596.974,42181,141586,SUM_Nup133_UN_07_R3D_D3D.tifnuclei.csv
38,1.751,78518.357,41763,136235,SUM_Nup133_UN_07_R3D_D3D.tifnuclei.csv
39,1.281,56490.944,41770,72160,SUM_Nup133_UN_07_R3D_D3D.tifnuclei.csv
40,2.074,94948.885,41826,167644,SUM_Nup133_UN_07_R3D_D3D.tifnuclei.csv
41,1.684,58948.706,41754,90132,SUM_Nup133_UN_07_R3D_D3D.tifnuclei.csv
42,1.465,72716.862,42165,111712,SUM_Nup133_UN_07_R3D_D3D.tifnuclei.csv
43,1.130,61130.595,42253,82003,SUM_Nup133_UN_07_R3D_D3D.tifnuclei.csv
44,1.209,53389.097,41790,70820,SUM_Nup133_UN_07_R3D_D3D.tifnuclei.csv
45,1.348,66186.109,42123,89761,SUM_Nup133_UN_07_R3D_D3D.tifnuclei.csv
46,1.478,92406.895,42143,143392,SUM_Nup133_UN_07_R3D_D3D.tifnuclei.csv
47,1.680,86678.197,41985,145541,SUM_Nup133_UN_07_R3D_D3D.tifnuclei.csv
48,1.281,70510.039,42192,103742,SUM_Nup133_UN_07_R3D_D3D.tifnuclei.csv
49,1.012,68059.510,41764,104531,SUM_Nup133_UN_07_R3D_D3D.tifnuclei.csv
50,0.915,55299.606,41787,69125,SUM_Nup133_UN_07_R3D_D3D.tifnuclei.csv
51,1.432,96445.176,42547,152527,SUM_Nup133_UN_07_R3D_D3D.tifnuclei.csv
52,1.184,82057.082,41762,146981,SUM_Nup133_UN_07_R3D_D3D.tifnuclei.csv
53,2.360,87506.715,41744,166968,SUM_Nup133_UN_07_R3D_D3D.tifnuclei.csv
54,1.096,74090.165,41865,108922,SUM_Nup133_UN_07_R3D_D3D.tifnuclei.csv
55,1.251,70140.970,41802,102323,SUM_Nup133_UN_07_R3D_D3D.tifnuclei.csv
56,1.130,73525.041,42114,110459,SUM_Nup133_UN_07_R3D_D3D.tifnuclei.csv
57,1.327,69913.066,41876,102960,SUM_Nup133_UN_07_R3D_D3D.tifnuclei.csv
58,1.327,70908.228,41782,99881,SUM_Nup133_UN_07_R3D_D3D.tifnuclei.csv
59,1.969,86208.164,41743,187473,SUM_Nup133_UN_07_R3D_D3D.tifnuclei.csv
60,1.646,92492.367,41756,150225,SUM_Nup133_UN_07_R3D_D3D.tifnuclei.csv
61,1.016,63544.624,41845,90029,SUM_Nup133_UN_07_R3D_D3D.tifnuclei.csv
62,1.272,62730.677,42128,93022,SUM_Nup133_UN_07_R3D_D3D.tifnuclei.csv
63,1.020,97051.547,41866,191549,SUM_Nup133_UN_07_R3D_D3D.tifnuclei.csv
64,1.554,78769.938,41822,145423,SUM_Nup133_UN_07_R3D_D3D.tifnuclei.csv
65,1.239,76823.597,41855,126734,SUM_Nup133_UN_07_R3D_D3D.tifnuclei.csv
66,1.167,68207.302,41948,111202,SUM_Nup133_UN_07_R3D_D3D.tifnuclei.csv
67,2.112,93967.654,41873,160554,SUM_Nup133_UN_07_R3D_D3D.tifnuclei.csv
68,1.100,74476.992,42387,111549,SUM_Nup133_UN_07_R3D_D3D.tifnuclei.csv
69,1.163,74560.148,41765,116915,SUM_Nup133_UN_07_R3D_D3D.tifnuclei.csv
70,1.125,58482.907,41771,80812,SUM_Nup133_UN_07_R3D_D3D.tifnuclei.csv
71,0.995,69930.063,41758,110803,SUM_Nup133_UN_07_R3D_D3D.tifnuclei.csv
72,1.230,63650.222,41761,85545,SUM_Nup133_UN_07_R3D_D3D.tifnuclei.csv
73,0.848,59456.990,41923,79797,SUM_Nup133_UN_07_R3D_D3D.tifnuclei.csv
74,3.137,65486.743,41759,105956,SUM_Nup133_UN_07_R3D_D3D.tifnuclei.csv
75,1.944,89943.842,41803,145425,SUM_Nup133_UN_07_R3D_D3D.tifnuclei.csv
76,1.172,65349.692,41832,87585,SUM_Nup133_UN_07_R3D_D3D.tifnuclei.csv
77,1.583,75944.485,42423,114401,SUM_Nup133_UN_07_R3D_D3D.tifnuclei.csv
78,1.331,71415.754,41767,114722,SUM_Nup133_UN_07_R3D_D3D.tifnuclei.csv
79,0.701,55117.772,41803,97247,SUM_Nup133_UN_07_R3D_D3D.tifnuclei.csv
80,2.385,96113.702,41812,189071,SUM_Nup133_UN_07_R3D_D3D.tifnuclei.csv
81,0.781,60570.091,41737,80928,SUM_Nup133_UN_07_R3D_D3D.tifnuclei.csv
82,1.272,63958.208,41748,92005,SUM_Nup133_UN_07_R3D_D3D.tifnuclei.csv
83,1.566,60601.220,41747,84874,SUM_Nup133_UN_07_R3D_D3D.tifnuclei.csv
84,1.029,58546.620,41749,78675,SUM_Nup133_UN_07_R3D_D3D.tifnuclei.csv
85,1.188,74655.102,41924,113016,SUM_Nup133_UN_07_R3D_D3D.tifnuclei.csv
86,1.020,77174.444,41839,116978,SUM_Nup133_UN_07_R3D_D3D.tifnuclei.csv
87,1.314,75227.412,41761,110197,SUM_Nup133_UN_07_R3D_D3D.tifnuclei.csv
88,1.142,63360.926,42172,82191,SUM_Nup133_UN_07_R3D_D3D.tifnuclei.csv
89,1.537,75645.716,41754,127377,SUM_Nup133_UN_07_R3D_D3D.tifnuclei.csv
90,1.193,65779.342,41838,99353,SUM_Nup133_UN_07_R3D_D3D.tifnuclei.csv
91,1.104,81722.852,42716,122323,SUM_Nup133_UN_07_R3D_D3D.tifnuclei.csv
92,1.789,68547.979,41833,109556,SUM_Nup133_UN_07_R3D_D3D.tifnuclei.csv
93,1.096,74923.146,41871,116214,SUM_Nup133_UN_07_R3D_D3D.tifnuclei.csv
94,1.104,50979.369,41733,81617,SUM_Nup133_UN_07_R3D_D3D.tifnuclei.csv
95,0.907,96364.917,41838,179354,SUM_Nup133_UN_07_R3D_D3D.tifnuclei.csv
96,1.751,83450.705,41841,138201,SUM_Nup133_UN_07_R3D_D3D.tifnuclei.csv
97,1.348,60178.969,41850,97270,SUM_Nup133_UN_07_R3D_D3D.tifnuclei.csv
98,0.974,62910.440,41800,88199,SUM_Nup133_UN_07_R3D_D3D.tifnuclei.csv
99,1.096,105427.257,41910,210654,SUM_Nup133_UN_07_R3D_D3D.tifnuclei.csv
 ,Area,Mean,Min,Max,SUM_Nup145_TET_01_R3D_D3D.tifnuclei.csv
1,1.046,46370.880,31057,65040,SUM_Nup145_TET_01_R3D_D3D.tifnuclei.csv
2,1.327,52101.598,30918,73859,SUM_Nup145_TET_01_R3D_D3D.tifnuclei.csv
3,1.877,65541.870,30847,106915,SUM_Nup145_TET_01_R3D_D3D.tifnuclei.csv
4,1.730,42174.592,30861,59480,SUM_Nup145_TET_01_R3D_D3D.tifnuclei.csv
5,1.428,53999.941,30831,84328,SUM_Nup145_TET_01_R3D_D3D.tifnuclei.csv
6,2.083,47222.280,30889,74263,SUM_Nup145_TET_01_R3D_D3D.tifnuclei.csv
7,1.650,48222.267,30846,70211,SUM_Nup145_TET_01_R3D_D3D.tifnuclei.csv
8,2.377,57786.530,31056,91066,SUM_Nup145_TET_01_R3D_D3D.tifnuclei.csv
9,2.477,66464.936,31004,125941,SUM_Nup145_TET_01_R3D_D3D.tifnuclei.csv
10,2.570,76914.087,31021,153603,SUM_Nup145_TET_01_R3D_D3D.tifnuclei.csv
11,0.542,39815.690,30897,54239,SUM_Nup145_TET_01_R3D_D3D.tifnuclei.csv
12,1.113,51653.849,31029,97600,SUM_Nup145_TET_01_R3D_D3D.tifnuclei.csv
13,1.638,52828.346,30858,85986,SUM_Nup145_TET_01_R3D_D3D.tifnuclei.csv
14,0.567,47587.422,30942,70937,SUM_Nup145_TET_01_R3D_D3D.tifnuclei.csv
15,1.285,54123.190,30911,107314,SUM_Nup145_TET_01_R3D_D3D.tifnuclei.csv
16,1.457,50114.991,30924,73341,SUM_Nup145_TET_01_R3D_D3D.tifnuclei.csv
 ,Area,Mean,Min,Max,SUM_Nup145_TET_02_R3D_D3D.tifnuclei.csv
1,0.693,32295.982,25401,49535,SUM_Nup145_TET_02_R3D_D3D.tifnuclei.csv
2,1.352,54143.596,25420,97070,SUM_Nup145_TET_02_R3D_D3D.tifnuclei.csv
3,2.465,46751.375,25352,75582,SUM_Nup145_TET_02_R3D_D3D.tifnuclei.csv
4,1.041,36052.944,25362,52036,SUM_Nup145_TET_02_R3D_D3D.tifnuclei.csv
5,1.071,35529.357,25517,59006,SUM_Nup145_TET_02_R3D_D3D.tifnuclei.csv
6,4.207,41524.053,23465,93440,SUM_Nup145_TET_02_R3D_D3D.tifnuclei.csv
7,1.730,37926.896,25381,68652,SUM_Nup145_TET_02_R3D_D3D.tifnuclei.csv
8,1.155,34253.655,23747,48549,SUM_Nup145_TET_02_R3D_D3D.tifnuclei.csv
9,1.990,65132.340,25385,118170,SUM_Nup145_TET_02_R3D_D3D.tifnuclei.csv
10,3.649,45310.934,17860,81190,SUM_Nup145_TET_02_R3D_D3D.tifnuclei.csv
11,0.579,29461.630,25433,37592,SUM_Nup145_TET_02_R3D_D3D.tifnuclei.csv
12,1.457,45466.622,25404,70347,SUM_Nup145_TET_02_R3D_D3D.tifnuclei.csv
13,1.843,58279.715,25566,114078,SUM_Nup145_TET_02_R3D_D3D.tifnuclei.csv
14,1.352,41733.693,25449,76193,SUM_Nup145_TET_02_R3D_D3D.tifnuclei.csv
 ,Area,Mean,Min,Max,SUM_Nup145_TET_03_R3D_D3D.tifnuclei.csv
1,0.768,70318.328,58347,92639,SUM_Nup145_TET_03_R3D_D3D.tifnuclei.csv
2,1.902,93486.241,58391,128671,SUM_Nup145_TET_03_R3D_D3D.tifnuclei.csv
3,1.537,87029.470,58382,118923,SUM_Nup145_TET_03_R3D_D3D.tifnuclei.csv
4,1.226,91682.932,58914,131489,SUM_Nup145_TET_03_R3D_D3D.tifnuclei.csv
5,2.532,126489.365,58378,217648,SUM_Nup145_TET_03_R3D_D3D.tifnuclei.csv
6,1.738,104823.041,58396,176006,SUM_Nup145_TET_03_R3D_D3D.tifnuclei.csv
7,2.020,117540.247,58363,173415,SUM_Nup145_TET_03_R3D_D3D.tifnuclei.csv
8,1.062,89966.723,58619,159424,SUM_Nup145_TET_03_R3D_D3D.tifnuclei.csv
9,1.709,92573.103,58577,128085,SUM_Nup145_TET_03_R3D_D3D.tifnuclei.csv
10,1.822,116278.276,58535,182876,SUM_Nup145_TET_03_R3D_D3D.tifnuclei.csv
11,1.848,125778.134,58486,211506,SUM_Nup145_TET_03_R3D_D3D.tifnuclei.csv
12,1.041,149063.879,59441,274474,SUM_Nup145_TET_03_R3D_D3D.tifnuclei.csv
13,1.318,120221.847,59256,230356,SUM_Nup145_TET_03_R3D_D3D.tifnuclei.csv
14,1.025,83219.525,58686,113998,SUM_Nup145_TET_03_R3D_D3D.tifnuclei.csv
15,1.608,86660.151,58357,132155,SUM_Nup145_TET_03_R3D_D3D.tifnuclei.csv
16,1.058,83367.552,58484,113324,SUM_Nup145_TET_03_R3D_D3D.tifnuclei.csv
 ,Area,Mean,Min,Max,SUM_Nup145_TET_04_R3D_D3D.tifnuclei.csv
1,1.604,80589.217,30884,148273,SUM_Nup145_TET_04_R3D_D3D.tifnuclei.csv
2,1.558,41750.000,30913,64462,SUM_Nup145_TET_04_R3D_D3D.tifnuclei.csv
3,1.932,72319.478,31128,126647,SUM_Nup145_TET_04_R3D_D3D.tifnuclei.csv
4,2.557,61325.064,30931,106896,SUM_Nup145_TET_04_R3D_D3D.tifnuclei.csv
5,0.651,44485.426,30972,68031,SUM_Nup145_TET_04_R3D_D3D.tifnuclei.csv
6,1.323,46857.289,30974,79821,SUM_Nup145_TET_04_R3D_D3D.tifnuclei.csv
7,2.121,67183.384,30918,110544,SUM_Nup145_TET_04_R3D_D3D.tifnuclei.csv
8,1.230,36685.157,26307,48370,SUM_Nup145_TET_04_R3D_D3D.tifnuclei.csv
9,1.495,61734.728,30904,112770,SUM_Nup145_TET_04_R3D_D3D.tifnuclei.csv
10,1.339,65206.213,31064,105343,SUM_Nup145_TET_04_R3D_D3D.tifnuclei.csv
11,1.360,54726.701,30897,84561,SUM_Nup145_TET_04_R3D_D3D.tifnuclei.csv
12,1.701,61435.306,31307,114894,SUM_Nup145_TET_04_R3D_D3D.tifnuclei.csv
13,1.944,72168.754,30914,117481,SUM_Nup145_TET_04_R3D_D3D.tifnuclei.csv
14,2.444,51534.120,30934,78595,SUM_Nup145_TET_04_R3D_D3D.tifnuclei.csv
15,1.617,46575.558,30897,72812,SUM_Nup145_TET_04_R3D_D3D.tifnuclei.csv
16,1.491,47423.468,31014,66486,SUM_Nup145_TET_04_R3D_D3D.tifnuclei.csv
17,0.537,41159.016,30886,61479,SUM_Nup145_TET_04_R3D_D3D.tifnuclei.csv
18,1.327,48633.000,30880,68234,SUM_Nup145_TET_04_R3D_D3D.tifnuclei.csv
19,1.331,51602.416,30878,83839,SUM_Nup145_TET_04_R3D_D3D.tifnuclei.csv
20,1.692,52850.469,30908,89348,SUM_Nup145_TET_04_R3D_D3D.tifnuclei.csv
21,2.297,58773.523,30904,108265,SUM_Nup145_TET_04_R3D_D3D.tifnuclei.csv
22,1.793,50091.656,31014,76537,SUM_Nup145_TET_04_R3D_D3D.tifnuclei.csv
23,2.377,43141.523,30918,66065,SUM_Nup145_TET_04_R3D_D3D.tifnuclei.csv
24,0.894,44353.695,31164,79260,SUM_Nup145_TET_04_R3D_D3D.tifnuclei.csv
 ,Area,Mean,Min,Max,SUM_Nup145_TET_05_R3D_D3D.tifnuclei.csv
1,1.915,55717.009,29039,98686,SUM_Nup145_TET_05_R3D_D3D.tifnuclei.csv
2,1.130,45965.855,29011,67040,SUM_Nup145_TET_05_R3D_D3D.tifnuclei.csv
3,0.600,43689.986,29272,74651,SUM_Nup145_TET_05_R3D_D3D.tifnuclei.csv
4,1.100,51368.015,29186,94114,SUM_Nup145_TET_05_R3D_D3D.tifnuclei.csv
5,2.666,58177.624,28548,109427,SUM_Nup145_TET_05_R3D_D3D.tifnuclei.csv
6,1.696,46485.921,29029,67329,SUM_Nup145_TET_05_R3D_D3D.tifnuclei.csv
7,1.025,74305.799,29196,167049,SUM_Nup145_TET_05_R3D_D3D.tifnuclei.csv
8,1.394,46104.554,29014,67882,SUM_Nup145_TET_05_R3D_D3D.tifnuclei.csv
9,1.591,49245.580,29193,67947,SUM_Nup145_TET_05_R3D_D3D.tifnuclei.csv
10,1.172,42524.649,29015,56338,SUM_Nup145_TET_05_R3D_D3D.tifnuclei.csv
11,0.999,47713.861,29407,71069,SUM_Nup145_TET_05_R3D_D3D.tifnuclei.csv
12,2.637,59135.740,29056,104687,SUM_Nup145_TET_05_R3D_D3D.tifnuclei.csv
13,1.289,47786.199,29169,73204,SUM_Nup145_TET_05_R3D_D3D.tifnuclei.csv
14,1.306,36462.006,29110,48302,SUM_Nup145_TET_05_R3D_D3D.tifnuclei.csv
15,1.247,55360.613,29031,79154,SUM_Nup145_TET_05_R3D_D3D.tifnuclei.csv
16,1.474,44728.917,29022,68340,SUM_Nup145_TET_05_R3D_D3D.tifnuclei.csv
17,0.966,48493.009,29076,68880,SUM_Nup145_TET_05_R3D_D3D.tifnuclei.csv
